#auto generated file!
60.0;234;0;16
60.599999999999994;232;0;18
61.199999999999996;232;0;18
61.8;229;0;21
62.4;231;0;19
63.0;234;0;16
63.599999999999994;230;0;20
64.2;232;0;18
64.8;231;0;19
65.39999999999999;233;0;17
66.0;232;0;18
66.6;227;0;23
67.2;225;0;25
67.8;232;0;18
68.39999999999999;236;0;14
69.0;235;0;15
69.6;233;0;17
70.2;234;0;16
70.8;232;0;18
71.39999999999999;237;0;13
72.0;236;0;14
72.6;239;0;11
73.2;242;0;8
73.8;241;0;9
74.39999999999999;234;0;16
75.0;232;0;18
75.6;231;0;19
76.2;227;0;23
76.8;221;0;29
77.39999999999999;231;0;19
78.0;242;0;8
78.6;233;0;17
79.2;236;0;14
79.8;237;0;13
80.39999999999999;232;0;18
81.0;231;0;19
81.6;223;0;27
82.2;228;0;22
82.8;223;0;27
83.39999999999999;225;0;25
84.0;231;0;19
84.6;232;0;18
85.2;232;0;18
85.8;238;0;12
86.39999999999999;236;0;14
87.0;233;0;17
87.6;229;0;21
88.2;226;0;24
88.8;226;0;24
89.39999999999999;229;0;21
90.0;229;0;21
90.6;231;0;19
91.2;225;0;25
91.8;225;0;25
92.39999999999999;224;0;26
93.0;219;0;31
93.6;225;0;25
94.2;226;0;24
94.8;229;0;21
95.39999999999999;233;0;17
96.0;235;0;15
96.6;236;0;14
97.2;234;0;16
97.8;236;0;14
98.39999999999999;233;0;17
99.0;234;0;16
99.6;227;0;23
100.2;223;0;27
100.8;222;0;28
101.39999999999999;230;0;20
102.0;227;0;23
102.6;227;0;23
103.2;231;0;19
103.8;231;0;19
104.39999999999999;233;0;17
105.0;234;0;16
105.6;228;0;22
106.2;230;0;20
106.8;225;0;25
107.39999999999999;233;0;17
108.0;232;0;18
108.6;235;0;15
109.2;237;0;13
109.8;238;0;12
110.39999999999999;234;0;16
111.0;233;0;17
111.6;232;0;18
112.2;227;0;23
112.8;232;0;18
113.39999999999999;227;0;23
114.0;230;0;20
114.6;228;0;22
115.19999999999999;234;0;16
115.8;243;0;7
116.39999999999999;240;0;10
117.0;235;0;15
117.6;233;0;17
118.19999999999999;232;0;18
118.8;231;0;19
119.39999999999999;232;0;18
120.0;234;0;16
120.6;232;0;18
121.19999999999999;235;0;15
121.8;226;0;24
122.39999999999999;231;0;19
123.0;228;0;22
123.6;234;0;16
124.19999999999999;229;0;21
124.8;230;0;20
125.39999999999999;231;0;19
126.0;227;0;23
126.6;232;0;18
127.19999999999999;232;0;18
127.8;233;0;17
128.4;237;0;13
129.0;235;0;15
129.6;235;0;15
130.2;231;0;19
130.79999999999998;239;0;11
131.4;235;0;15
132.0;236;0;14
132.6;230;0;20
133.2;227;0;23
133.79999999999998;228;0;22
134.4;233;0;17
135.0;229;0;21
135.6;236;0;14
136.2;233;0;17
136.79999999999998;234;0;16
137.4;230;0;20
138.0;234;0;16
138.6;238;0;12
139.2;232;0;18
139.79999999999998;235;0;15
140.4;233;0;17
141.0;234;0;16
141.6;232;0;18
142.2;231;0;19
142.79999999999998;232;0;18
143.4;233;0;17
144.0;231;0;19
144.6;234;0;16
145.2;226;0;24
145.79999999999998;224;0;26
146.4;222;0;28
147.0;224;0;26
147.6;231;0;19
148.2;230;0;20
148.79999999999998;233;0;17
149.4;231;0;19
150.0;233;0;17
150.6;231;0;19
151.2;231;0;19
151.79999999999998;232;0;18
152.4;233;0;17
153.0;230;0;20
153.6;231;0;19
154.2;232;0;18
154.79999999999998;221;0;29
155.4;229;0;21
156.0;228;0;22
156.6;227;0;23
157.2;231;0;19
157.79999999999998;229;0;21
158.4;227;0;23
159.0;226;0;24
159.6;232;0;18
160.2;237;0;13
160.79999999999998;234;0;16
161.4;234;0;16
162.0;231;0;19
162.6;235;0;15
163.2;237;0;13
163.79999999999998;236;0;14
164.4;238;0;12
165.0;237;0;13
165.6;235;0;15
166.2;236;0;14
166.79999999999998;240;0;10
167.4;239;0;11
168.0;236;0;14
168.6;231;0;19
169.2;225;0;25
169.79999999999998;231;0;19
170.4;232;0;18
171.0;231;0;19
171.6;230;0;20
172.2;231;0;19
172.79999999999998;230;0;20
173.4;234;0;16
174.0;232;0;18
174.6;234;0;16
175.2;231;0;19
175.79999999999998;235;0;15
176.4;236;0;14
177.0;238;0;12
177.6;239;0;11
178.2;234;0;16
178.79999999999998;235;0;15
179.4;237;0;13
180.0;238;0;12
180.6;233;0;17
181.2;234;0;16
181.79999999999998;236;0;14
182.4;235;0;15
183.0;232;0;18
183.6;234;0;16
184.2;234;0;16
184.79999999999998;233;0;17
185.4;231;0;19
186.0;231;0;19
186.6;237;0;13
187.2;232;0;18
187.79999999999998;234;0;16
188.4;231;0;19
189.0;226;0;24
189.6;226;0;24
190.2;230;0;20
190.79999999999998;231;0;19
191.4;232;0;18
192.0;235;0;15
192.6;236;0;14
193.2;235;0;15
193.79999999999998;233;0;17
194.4;231;0;19
195.0;236;0;14
195.6;232;0;18
196.2;234;0;16
196.79999999999998;239;0;11
197.4;231;0;19
198.0;228;0;22
198.6;238;0;12
199.2;238;0;12
199.79999999999998;235;0;15
200.4;236;0;14
201.0;236;0;14
201.6;232;0;18
202.2;241;0;9
202.79999999999998;237;0;13
203.4;227;0;23
204.0;221;0;29
204.6;229;0;21
205.2;233;0;17
205.79999999999998;228;0;22
206.4;225;0;25
207.0;233;0;17
207.6;227;0;23
208.2;226;0;24
208.79999999999998;233;0;17
209.4;235;0;15
210.0;229;0;21
210.6;234;0;16
211.2;241;0;9
211.79999999999998;237;0;13
212.4;230;0;20
